region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,785.48
Marlborough,Mining,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,306.09
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,404.3
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,60.69
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,14.44
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,822.99
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,307.88
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2020,431.83
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,68.44
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,14.88
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,805.53
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,327.19
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2021,402.97
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,60.11
Marlborough,"Services excluding transport, postal, and warehousing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,15.29
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,480.29
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,408.41
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,48.89
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,9.01
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,14.08
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,479.51
Nelson,"Services excluding transport, postal, and warehousing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,402.32
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,52.36
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,10.35
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,14.58
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,450.13
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,381.94
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,44.46
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,8.79
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,15.02
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,425.32
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,355.17
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,46.36
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,8.59
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,15.27
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,417.33
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,348.33
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,45.33
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,8.49
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,15.26
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,399.35
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,334.1
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,43.16
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,8.44
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,13.72
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,396.29
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,333.13
Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,40.89
Nelson,"Forestry and logging, fishing, and agricultural support services",,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,9.05
Nelson,"Forestry and logging, fishing, and agricultural support services",,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,13.29
Nelson,"Forestry and logging, fishing, and agricultural support services",,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,406.7
Nelson,Primary industries,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,340.49
Nelson,Primary industries,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,42.88
Nelson,Primary industries,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,10.45
Nelson,Primary industries,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,12.92
Nelson,Primary industries,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,386.37
Nelson,Primary industries,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,312.5
Nelson,Primary industries,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,49.29
Nelson,Primary industries,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,11.4
Nelson,Primary industries,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,13.23
Nelson,Primary industries,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,366.05
Nelson,Primary industries,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,299.5
Nelson,Primary industries,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,42.62
Nelson,Primary industries,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,9.6
Nelson,Primary industries,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,14.4
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,359.69
Nelson,Primary industries,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,280.95
Nelson,Primary industries,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,53.27
Nelson,Primary industries,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,10.47
Nelson,Primary industries,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,15.05
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2018,386.65
Nelson,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2018,306.71
Nelson,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2018,53.02
Nelson,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2018,12.35
Nelson,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2018,14.61
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2019,400.11
Nelson,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2019,327.45
Nelson,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2019,47.73
Nelson,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2019,10.52
Nelson,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2019,14.45
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2020,379.87
Nelson,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2020,302.36
Nelson,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2020,52.45
Nelson,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2020,10.71
Nelson,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2020,14.39
Nelson,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2021,364.18
Nelson,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2021,293.9
Nelson,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2021,46.46
Nelson,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2021,9.25
Nelson,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2021,14.59
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2007,5430.73
Northland,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2007,3116.41
Northland,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2007,1879.44
Northland,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2007,402.56
Northland,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2007,32.37
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2008,5402.71
Northland,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2008,3024.65
Northland,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2008,1925.75
Northland,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2008,417.67
Northland,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2008,34.69
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2009,5123.31
Northland,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2009,2810.37
Northland,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2009,1873.49
Northland,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2009,404.79
Northland,Primary industries,Total,Total,Fluorinated gases,,Carbon dioxide equivalents,2009,34.71
Northland,Primary industries,Total,Total,Carbon dioxide equivalents,,Carbon dioxide equivalents,2010,5058.58
Northland,Primary industries,Total,Total,Carbon dioxide,,Carbon dioxide equivalents,2010,2863.65
Northland,Primary industries,Total,Total,Methane,,Carbon dioxide equivalents,2010,1776.63
Northland,Primary industries,Total,Total,Nitrous oxide,,Carbon dioxide equivalents,2010,382.75
Northland,Primary industries,Total,,Fluorinated gases,,Carbon dioxide equivalents,2010,35.6
Northland,Primary industries,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2011,5023.87
Northland,Primary industries,Total,,Carbon dioxide,,Carbon dioxide equivalents,2011,2814.4
Northland,Primary industries,Total,,Methane,,Carbon dioxide equivalents,2011,1780.51
Northland,Primary industries,Total,,Nitrous oxide,,Carbon dioxide equivalents,2011,392.14
Northland,Primary industries,Total,,Fluorinated gases,,Carbon dioxide equivalents,2011,36.86
Northland,Primary industries,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2012,5114.64
Northland,Primary industries,Total,,Carbon dioxide,,Carbon dioxide equivalents,2012,2888.35
Northland,,Total,,Methane,,Carbon dioxide equivalents,2012,1798.13
Northland,,Total,,Nitrous oxide,,Carbon dioxide equivalents,2012,392.19
Northland,,Total,,Fluorinated gases,,Carbon dioxide equivalents,2012,36
Northland,,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2013,5343.69
Northland,,Total,,Carbon dioxide,,Carbon dioxide equivalents,2013,3119.64
Northland,,Total,,Methane,,Carbon dioxide equivalents,2013,1797.41
Northland,,Total,,Nitrous oxide,,Carbon dioxide equivalents,2013,388.58
Northland,,Total,,Fluorinated gases,,Carbon dioxide equivalents,2013,38.09
Northland,,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2014,5029.5
Northland,,Total,,Carbon dioxide,,Carbon dioxide equivalents,2014,2992.7
Northland,,Total,,Methane,,Carbon dioxide equivalents,2014,1629.65
Northland,,Total,,Nitrous oxide,,Carbon dioxide equivalents,2014,364.02
Northland,,Total,,Fluorinated gases,,Carbon dioxide equivalents,2014,43.16
Northland,,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2015,5247.96
Northland,,Total,,Carbon dioxide,,Carbon dioxide equivalents,2015,3059.26
Northland,,Total,,Methane,,Carbon dioxide equivalents,2015,1751.89
Northland,,Total,,Nitrous oxide,,Carbon dioxide equivalents,2015,393.67
Northland,,Total,,Fluorinated gases,,Carbon dioxide equivalents,2015,43.16
Northland,,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2016,4865.87
Northland,,Total,,Carbon dioxide,,Carbon dioxide equivalents,2016,2611.22
Northland,,Total,,Methane,,Carbon dioxide equivalents,2016,1795.77
Northland,,Total,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,414.72
Northland,,Total,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,44.18
Northland,,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4809.16
Northland,,Total,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,2593.14
Northland,,Total,,Methane,Kilotonnes,Carbon dioxide equivalents,2017,1767.52
Northland,,Total,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,401.84
Northland,Total,Total,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,46.67
Northland,Total,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4718.22
Northland,Total,Total,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,2514.79
Northland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,1750.45
Northland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,405.89
Northland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,47.1
Northland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4830.05
Northland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,2722.66
Northland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,1685.1
Northland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,377.93
Northland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,44.39
Northland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4245.97
Northland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,2214.22
Northland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2020,1620.53
Northland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,366.27
Northland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,44.96
Northland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4049.07
Northland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,2065.33
Northland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2021,1570.68
Northland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,366.94
Northland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,46.13
Otago,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4790.78
Otago,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,1076.67
Otago,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,3159.89
Otago,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,504.6
Otago,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,49.52
Otago,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4626.72
Otago,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,1076.37
Otago,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,2997.92
Otago,Total,Total,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,497.7
