region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5.22
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5.95
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5.25
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3.02
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3.84
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4.37
Hawke's Bay,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4.8
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8.81
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,8.81
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,9.36
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.68
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,9.03
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,10.05
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,12.87
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,9.89
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,10.05
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,12.84
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,10.34
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,12.5
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,13.82
Manawatu-Whanganui,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,15.31
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2.05
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2.13
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2.88
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2.37
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2.18
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1.94
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2.27
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1.76
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1.37
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2.17
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2.02
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2.3
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1.77
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1.84
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2.21
,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,16.05
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,14.35
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,14.34
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,19.15
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,18.6
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,20.47
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,24.08
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,17.55
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,18.41
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,18.94
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,18.28
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,12.59
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,16.16
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,15.95
Northland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,17.61
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,29.03
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,31.06
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,43.47
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,45.19
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,39
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,42.43
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,40.76
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,31.44
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,29.31
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,31.37
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,36.54
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,32.16
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,34.96
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,35.3
Otago,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,39.11
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,21.38
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,27.89
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,31.16
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,24.32
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,36.16
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,37.91
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,35.23
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,42.23
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,45.94
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,43.02
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,60.28
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,58.2
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,67.44
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,69.92
Southland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,71.44
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1477.26
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1207.22
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1199.36
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1463.13
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1472.62
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1115.49
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,778.8
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,958.19
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1091.37
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,944.69
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,922.28
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,870.44
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,800.53
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,636.63
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,594.28
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,241.86
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,231.71
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,206.43
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,208.48
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,129.08
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,143.4
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,173.85
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,163.34
West Coast,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,186.24
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3207.97
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3103.18
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2968.21
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3118.67
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2972.11
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2995.32
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3142.25
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3347.27
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3338.02
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3348.3
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3365.43
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3209.1
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3190.29
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2961.42
Manawatu-Whanganui,Manufacturing,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,707.45
Manawatu-Whanganui,Manufacturing,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,59.89
Manawatu-Whanganui,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5838.76
Manawatu-Whanganui,Manufacturing,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,1121.05
Manawatu-Whanganui,Manufacturing,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,3942.5
Manawatu-Whanganui,Manufacturing,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,713.14
Manawatu-Whanganui,Manufacturing,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,62.09
Manawatu-Whanganui,Manufacturing,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5843.66
Manawatu-Whanganui,Manufacturing,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,1142.84
Manawatu-Whanganui,Service industries,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,3919.47
Manawatu-Whanganui,Service industries,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,712.59
Manawatu-Whanganui,Service industries,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,68.77
Manawatu-Whanganui,Service industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5721.45
Manawatu-Whanganui,Service industries,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,1146.05
Manawatu-Whanganui,Service industries,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,3811.04
Manawatu-Whanganui,Service industries,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,694.41
Manawatu-Whanganui,Service industries,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,69.97
Manawatu-Whanganui,Service industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5898.01
Manawatu-Whanganui,Service industries,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,1220.26
Manawatu-Whanganui,Service industries,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,3889.81
Manawatu-Whanganui,Service industries,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,715.25
Manawatu-Whanganui,Service industries,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,72.71
Manawatu-Whanganui,Service industries,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5930.18
Manawatu-Whanganui,Service industries,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,1241.92
Manawatu-Whanganui,Service industries,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,3894.51
Manawatu-Whanganui,Service industries,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,717.99
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,75.78
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5918.71
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,1226.58
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,3868.98
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,747
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,76.18
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5873.74
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,1306.02
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,3779.79
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,711.04
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,76.9
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,5986.76
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,1316.61
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,3855.54
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,737.91
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,76.73
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,5912.76
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,1321.97
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,3781.44
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,735.44
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,73.93
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,5736.89
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,1235.01
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2020,3686.55
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,740.49
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,74.84
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,5816.27
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,1269.9
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2021,3709.06
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,761.41
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,75.95
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,787.72
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,302.59
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,410.79
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,64.68
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,9.7
Marlborough,"Agriculture, forestry, and fishing",,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,782.37
Marlborough,"Agriculture, forestry, and fishing",,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,314.16
Marlborough,"Agriculture, forestry, and fishing",,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,393.78
Marlborough,"Agriculture, forestry, and fishing",,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,63.93
Marlborough,"Agriculture, forestry, and fishing",,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,10.56
Marlborough,"Agriculture, forestry, and fishing",,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,745.43
Marlborough,"Agriculture, forestry, and fishing",,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,299.48
Marlborough,"Agriculture, forestry, and fishing",,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,373.95
Marlborough,Total,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,60.69
Marlborough,Total,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,11.34
Marlborough,Total,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,732.35
Marlborough,Total,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,299.23
Marlborough,Mining,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,363.27
Marlborough,Mining,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,57.89
Marlborough,Mining,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,12
Marlborough,Mining,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,712.8
Marlborough,Mining,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,292.38
Marlborough,Mining,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,350.92
Marlborough,Mining,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,57.62
Marlborough,Mining,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,11.92
Marlborough,Mining,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,769.41
Marlborough,Mining,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,278.16
Marlborough,Mining,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,413.77
Marlborough,Mining,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,64.69
Marlborough,Mining,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,12.82
Marlborough,Mining,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,754.74
Marlborough,Mining,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,287.02
Marlborough,Mining,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,393.91
Marlborough,Mining,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,59.94
Marlborough,Mining,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,13.9
Marlborough,Mining,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,799.98
Marlborough,Mining,,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,301.11
Marlborough,Mining,,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,417.3
Marlborough,Mining,,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,67.94
Marlborough,Mining,,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,13.65
Marlborough,Mining,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,734.77
Marlborough,Mining,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,296.87
Marlborough,Mining,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,365.44
Marlborough,Mining,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,58.81
Marlborough,Mining,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,13.68
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,732.74
Marlborough,Mining,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,299.98
Marlborough,Mining,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,361.87
Marlborough,Mining,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,56.72
Marlborough,Mining,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,14.21
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,753.11
Marlborough,Mining,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,307.6
Marlborough,Mining,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,372.94
Marlborough,Mining,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,58.1
Marlborough,Mining,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,14.51
Marlborough,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,758.01
Marlborough,Mining,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,305.48
Marlborough,Mining,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,375.6
Marlborough,Mining,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,62.7
Marlborough,Mining,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,14.27
